Statement,Emotion
#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy ,joy
#hate going to the doctor on so many levels but least I can go sleep with a #smile just watched #Dwight on live nation ,joy
Do not truck the delight; delight the truck. ,joy
thought it'd be fun and it is not fun but on the bright side I don't have to fight for parking ,joy
Miami proficiency is like pleasing by what name miami beaches: pIkxb ,joy
sparkling water is nice you know I tried it the other day ,joy
Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..! ,joy
Today's realisation that it was the last time I watch swimming lesson cos I go back to work next week lead to a joyous bedtime. #worstoneyet ,joy
Pinterest one dessert... Next thing you know your pinning how to make 27 different visually pleasing mouth watering never gonna make sweets. ,joy
I'm worried someday I'll be yelling at my kids and they'll be confused about if or not I'm being serious ??????nnI'm too damn playful ,joy
Are you always so relentlessly positive? Your constantly cheerful optimistic disposition starts to grate after a while. ,joy
"Mind if I tag along?' She asked cheerfully, sweeping a lock of hair behind her ear. 'I want to see if you've really got • ",joy
Pre-prepare direction plays hale and hearty situation an in child's evolvement: CMmyd ,joy
only time I am ever cheering for you Johnny ,joy
he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees ,joy
Being playful as shit?? ,joy
Final night shift coming up. I won't miss it but I will miss my work pals and the hysterical laughter that gets us through the night ,joy
He's jubilant to hear the word that he probably uses in secret heard out loud. ,joy
"They ain't going away, and I don't want to see them hurt; changing heartsminds is really our only option, no? #optimism ",joy
"I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out ",joy
bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too ,joy
I take a strange delight from seeing mark Hughes struggle ,joy
"I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road. ",joy
On the bright side with YouTube heroes leafy will finally get banned ,joy
"myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more. ",joy
"well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :- ",joy
Helluva lot more animated than they were for the actual game &gt;.&lt; ,joy
backed pats -2.5 1011 just before #pleasing ,joy
backed pats -2.5 1011 just before ,joy
Loading mirth out to be trusted websites: LKskQUfke ,joy
did you use the warblers set from glee on the episode about the acapella college kids? ,joy
"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' -Sherlock Holmes- ",joy
"GKN so lively as well, mad quick ",joy
"Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively. ",joy
he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #gottawearshades #LetsGoYankees ,joy
i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___; ,joy
Method into thin out assault corridor thine liveliness: cHd ,joy
the gleesome threesome ,joy
"At least he's willing to discuss, better than most. That and keep the insults light with occasional levity or creative BS-ing, ",joy
"she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first ",joy
Stack up with porthole under way heyday through worthy of faith bull's-eye transportation services: moM ,joy
i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's ,joy
Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage ,joy
wtf is tenacious and jubilant ,joy
"Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch. ",joy
I wish there were unlimited glee episodes: so I could watch them forever. #gleegoodbye ,joy
A not very young man compiled info on a smiling baby then a mattress created new evil. ,joy
Question for all the cheerleaders who ages out!!nHow to I make my senior year of cheer more memorable ,joy
drop some off at 1133 cheery ,joy
which always leads to the kind of hilarity average people will never experience - especially during breakups. ,joy
HMS Pinafore' time.nnI need some mirth. ,joy
plan a date... like a date u find pleasing or smth. fuckignnn1010. because the child will grow to be a ten out of ten ,joy
dudes who wanna play some bass but not buy a bass me rejoice ,joy
May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears ,joy
"Harwood gleeful at these new numbers, bet your money on this reporting...look to lose liarthiefscoundrel ",joy
"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes ",joy
"I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either. ",joy
Watch this amazing live.ly broadcast by #lively #musically ,joy
actually maybe we were supposed to die and my donation saved our lives?? #optimism ,joy
switch out Steve Carrell and put in Kurt from glee then it's accurate ,joy
"don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things. ",joy
"With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum ",joy
All the fans wanted Man Utd at home in the next round...nAre you cheering for Northampton or Man Utd right now?n#lufc ,joy
This is why I drink and watch You're the Worst as a way to cheer myself up. ,joy
"Sometimes he likes to ride arround on people's shoulders or drop on them unexpectedly from vents or doorjambs. Like a big, gleeful spider. ",joy
he chirp ,joy
You have to find a way to top yourself. ,joy
"cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever hear. ",joy
#heyday Race war 2016 ,joy
If you don't love yourself... Honesty is the best policy ,joy
"listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project. ",joy
u used to chirp me for drinking it u hoe ,joy
&amp; must be rejoicing ovet #Charlotte protests. n#NorthCarolina ,joy
"342:147 And waxen in their mirth, and neeze, and swearnA merrier hour was never wasted there.--n#AMNDBots ",joy
you are so wrong for this!needed levity after that recording ,joy
smiling through the stress : : : : : : : : : : : : : ,joy
close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead ,joy
Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. ,joy
Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down ,joy
Positive #psychology research shows salespeople who score in the top 10% for #optimism have 88% &gt; sales than those in top 10% for pessimism. ,joy
"Tend the sick, Lord Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the joyous; ",joy
Never make a #decision when you're #angry and never make a #promise when you're . #wisewords ,joy
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak ,joy
"No, just tweet pictures of four fictional characters who describe you. One should be an animated character. ",joy
U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it ,joy
"Meanwhile, the so-called M’s fans sit there knitting or sleeping not sure which but they certainly aren’t cheering like the other teams fans ",joy
"[He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt; ",joy
One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused ,joy
try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds ,joy
Fee otherwise tricks: palm oil delegation mt jaunty resident: TZxCHLdAQ ,joy
all the optimism... ,joy
The bounty hunter things a bit lively ,joy
"I'm spry, though ",joy
mirana told me to shut up when i was singing along to glee... ,joy
The Quarterback' wrecks me every time.. ,joy
A former diplomat is quite gleeful about the situation of Pakistan on quite stiff upper lip of diplomacy seen normally ,joy
That's why compatibility is key as it lowers hedonic volatility. ,joy
Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy ,joy
"god, Facebook's design has started to remind me of MySpace in its heyday ",joy
Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday ,joy
"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism ",joy
then rejoicing now is a lil' bit prematured dont you think?????? ,joy
"it's so breezy out today, i can't go to back to school night with bare legs like i've had all day ",joy
